probeName	baseMean	pvalue	padj	FC	signFCPosPadjFilter	signFCNegPadjFilter	MedianFilterOut	myfileName	entrezID	geneSymbol
IDH3A_15224	686.178002117528	1.74444331023037e-09	1.70758887409874e-08	1.78903370097597	1	0	0	PFOA50vsDMSO.txt	3419	IDH3A
PRSS23_5481	143.481757201648	1.87236799804855e-09	1.82424639062207e-08	-3.87840698113332	0	1	0	PFOA50vsDMSO.txt	#N/A	PRSS23
DECR1_1831	842.87369236076	2.03474329897996e-09	1.97322780389452e-08	-1.82115760522196	0	1	0	PFOA50vsDMSO.txt	1666	DECR1
CEBPZ_1245	377.906147702482	2.06687170656927e-09	1.99510532786895e-08	1.89023721706947	1	0	0	PFOA50vsDMSO.txt	10153	CEBPZ
ARRDC4_12510	2194.40274934045	2.09059690469438e-09	2.00870716418791e-08	-1.90371656373147	0	1	0	PFOA50vsDMSO.txt	91947	ARRDC4
LSS_14888	262.143888190639	2.16275732520839e-09	2.06059858296447e-08	-2.62532692176833	0	1	0	PFOA50vsDMSO.txt	4047	LSS
MRPL36_20712	652.803488128963	2.16436973462455e-09	2.06059858296447e-08	1.66023808846659	1	0	0	PFOA50vsDMSO.txt	64979	MRPL36
CKS2_19000	367.040750831616	2.31291421483301e-09	2.19201188087583e-08	-2.10299446453181	0	1	0	PFOA50vsDMSO.txt	1164	CKS2
SLC25A6_14758	275.10309874898	2.44623301562773e-09	2.30787141972118e-08	1.97393851520785	1	0	0	PFOA50vsDMSO.txt	293	SLC25A6
RPS2_5983	1330.42422901116	2.74540444303624e-09	2.5784541728516e-08	2.01531482362179	1	0	0	PFOA50vsDMSO.txt	6187	RPS2
IFITM1_3226	251.106123041316	2.84517823772994e-09	2.66017785904347e-08	-7.0175821304626	0	1	0	PFOA50vsDMSO.txt	8519	IFITM1
HOMER2_3072	90.4470577603248	3.13885472642923e-09	2.92165718955578e-08	2.64289613355536	1	0	0	PFOA50vsDMSO.txt	9455	HOMER2
RRAGA_6028	478.412672709694	3.30186894021827e-09	3.05973188460226e-08	1.65990548773816	1	0	0	PFOA50vsDMSO.txt	10670	RRAGA
MYLK_4414	123.435034414297	3.49891981472628e-09	3.22798575827623e-08	-3.2312444251601	0	1	0	PFOA50vsDMSO.txt	4638	MYLK
ABCC2_22	2006.76459240784	3.739756503047e-09	3.4349745853978e-08	1.89498348535743	1	0	0	PFOA50vsDMSO.txt	1244	ABCC2
ABCC2_26620	1042.13522431577	5.82424939828283e-09	5.32612280500865e-08	2.10662834053933	1	0	0	PFOA50vsDMSO.txt	1244	ABCC2
NOP56_4635	818.64368926165	6.54156549375361e-09	5.95596683601584e-08	1.98732251782364	1	0	0	PFOA50vsDMSO.txt	10528	NOP56
CYP2B6_14401	734.798652896868	6.69405571302821e-09	6.06830702681036e-08	-3.5582756896657	0	1	0	PFOA50vsDMSO.txt	1555	CYP2B6
HSP90B1_3131	4622.31524581004	7.55487053250303e-09	6.81900651959689e-08	-1.73068065169365	0	1	0	PFOA50vsDMSO.txt	7184	HSP90B1
MLEC_4188	213.886796046454	7.91835715999311e-09	7.11628218904553e-08	-2.05901438207658	0	1	0	PFOA50vsDMSO.txt	9761	MLEC
TCEAL9_11904	433.485651658424	9.01991966967991e-09	8.07147318080799e-08	-1.92159792441064	0	1	0	PFOA50vsDMSO.txt	51186	TCEAL9
NNMT_16600	254.975218846325	1.03196473284111e-08	9.195070375956e-08	-3.70285495060558	0	1	0	PFOA50vsDMSO.txt	4837	NNMT
CGN_24274	90.0551538599465	1.15776441304748e-08	1.02285542423898e-07	-4.16973642834506	0	1	0	PFOA50vsDMSO.txt	57530	CGN
RPLP0_5959	1630.99938209061	1.15645121042509e-08	1.02285542423898e-07	1.62490984404432	1	0	0	PFOA50vsDMSO.txt	6175	RPLP0
UGDH_7525	3678.28158344234	1.25150883390515e-08	1.10101093615706e-07	1.92407169911361	1	0	0	PFOA50vsDMSO.txt	7358	UGDH
APOC1_19115	24849.6041580533	1.29490558746884e-08	1.13440258398005e-07	-1.63612618368181	0	1	0	PFOA50vsDMSO.txt	341	APOC1
IKBIP_27347	276.7845825388	1.33527633960551e-08	1.1648749657228e-07	-1.89014262505203	0	1	0	PFOA50vsDMSO.txt	121457	IKBIP
GGT1_27266	218.203446100796	1.47754158937261e-08	1.28361425576745e-07	-2.15472006918008	0	1	0	PFOA50vsDMSO.txt	2678	GGT1
C5_890	1746.99021523518	1.5225477131767e-08	1.31722488878565e-07	-1.60943283674058	0	1	0	PFOA50vsDMSO.txt	727	C5
PDHB_13121	1442.3334641818	1.64261671426424e-08	1.41522968976898e-07	-1.51132207556016	0	1	0	PFOA50vsDMSO.txt	5162	PDHB
SOD1_24659	8024.75185507518	1.70807280373237e-08	1.46556864023951e-07	-1.48696685018324	0	0	0	PFOA50vsDMSO.txt	6647	SOD1
EIF4EBP1_28851	300.977585979423	1.75276293388705e-08	1.49775029391578e-07	2.08628866369828	1	0	0	PFOA50vsDMSO.txt	1978	EIF4EBP1
UBB_28031	3945.73060767194	1.78514308041782e-08	1.519193192927e-07	-1.421351752491	0	0	0	PFOA50vsDMSO.txt	7314	UBB
SERPINE1_6253	1207.84812276796	2.35825781539742e-08	1.99876729475757e-07	2.40265103390884	1	0	0	PFOA50vsDMSO.txt	5054	SERPINE1
CA2_908	197.269162774614	2.42730950294565e-08	2.04896368973348e-07	-2.38260432905414	0	1	0	PFOA50vsDMSO.txt	760	CA2
USP18_7584	139.175431141721	2.90755814499743e-08	2.44445916625792e-07	-3.24687905226872	0	1	0	PFOA50vsDMSO.txt	11274	USP18
